Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-2.3096e-004
6	-5.0292e-004
7	-5.5312e-004
8	-5.7449e-004
9	-5.7353e-004
10	-5.6868e-004
11	-5.6104e-004
12	-5.5245e-004
13	-5.4319e-004
14	-5.3355e-004
15	-5.2367e-004
16	-5.1363e-004
17	-5.035e-004
18	-4.9332e-004
19	-4.8312e-004
20	-4.7291e-004
21	-4.6271e-004
22	-4.5252e-004
23	-4.4234e-004
24	-4.3219e-004
25	-4.2207e-004
26	-4.1197e-004
27	-4.019e-004
28	-3.9187e-004
29	-3.8187e-004
30	-3.7191e-004
31	-3.62e-004
32	-3.5214e-004
33	-3.4232e-004
34	-3.3255e-004
35	-3.2285e-004
36	-3.132e-004
37	-3.0361e-004
38	-2.941e-004
39	-2.8465e-004
40	-2.7528e-004
41	-2.6598e-004
42	-2.5677e-004
43	-2.4765e-004
44	-2.3861e-004
45	-2.2967e-004
46	-2.2083e-004
47	-2.1209e-004
48	-2.0345e-004
49	-1.9493e-004
50	-1.8652e-004
51	-1.7824e-004
52	-1.7007e-004
53	-1.6204e-004
54	-1.5413e-004
55	-1.4637e-004
56	-1.3875e-004
57	-1.3127e-004
58	-1.2394e-004
59	-1.1677e-004
60	-1.0976e-004
61	-1.0292e-004
62	-9.6246e-005
63	-8.9745e-005
64	-8.3424e-005
65	-7.7286e-005
66	-7.1337e-005
67	-6.5581e-005
68	-6.0024e-005
69	-5.4669e-005
70	-4.9522e-005
71	-4.4588e-005
72	-3.9871e-005
73	-3.5376e-005
74	-3.1108e-005
75	-2.7072e-005
76	-2.3273e-005
77	-1.9718e-005
78	-1.6411e-005
79	-1.3359e-005
80	-1.0572e-005
81	-8.0589e-006
82	-5.834e-006
83	-3.9153e-006
84	-2.3273e-006
85	-1.1016e-006
86	-2.7561e-007
87	1.1967e-007
88	9.6421e-008
89	0.
90	-1.8512e-008
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	2.3096e-004
99	5.0292e-004
100	5.5312e-004
101	5.7449e-004
102	5.7353e-004
103	5.6868e-004
104	5.6104e-004
105	5.5245e-004
106	5.4319e-004
107	5.3355e-004
108	5.2367e-004
109	5.1363e-004
