Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-5.9239e-002
6	-0.22804
7	-0.46741
8	-0.74879
9	-1.0486
10	-1.3474
11	-1.6287
12	-1.8785
13	-2.0856
14	-2.2408
15	-2.3376
16	-2.3714
17	-2.3403
18	-2.2441
19	-2.0851
20	-1.8675
21	-1.597
22	-1.2813
23	-0.92916
24	-0.55047
25	-0.15602
26	0.24287
27	0.63475
28	1.0083
29	1.3527
30	1.6579
31	1.9153
32	2.1173
33	2.2581
34	2.3336
35	2.3417
36	2.2823
37	2.1573
38	1.9701
39	1.7261
40	1.4324
41	1.0975
42	0.73087
43	0.34306
44	-5.479e-002
45	-0.45123
46	-0.83493
47	-1.1947
48	-1.5202
49	-1.8018
50	-2.0316
51	-2.2027
52	-2.3104
53	-2.3512
54	-2.324
55	-2.2297
56	-2.0708
57	-1.8521
58	-1.5798
59	-1.2619
60	-0.90768
61	-0.52743
62	-0.13217
63	0.26668
64	0.65764
65	1.0295
66	1.3714
67	1.6737
68	1.9276
69	2.1257
70	2.2624
71	2.3337
72	2.3375
73	2.2735
74	2.1434
75	1.9506
76	1.7004
77	1.3998
78	1.0568
79	0.68091
80	0.28183
81	-0.13017
82	-0.54489
83	-0.95283
84	-1.3454
85	-1.7159
86	-2.0597
87	-2.3754
88	-2.6656
89	0.
90	-2.9383
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-5.9255e-002
99	-0.22804
100	-0.46741
101	-0.74879
102	-1.0486
103	-1.3474
104	-1.6287
105	-1.8785
106	-2.0856
107	-2.2408
108	-2.3376
109	-2.3714
110	-2.3403
111	-2.2441
112	-2.0851
113	-1.8675
114	-1.597
115	-1.2813
116	-0.92915
117	-0.55047
118	-0.15601
119	0.24288
120	0.63476
121	1.0083
122	1.3527
123	1.658
124	1.9153
125	2.1173
126	2.2581
127	2.3336
128	2.3417
129	2.2823
130	2.1573
131	1.9701
132	1.7261
133	1.4324
134	1.0975
135	0.73087
136	0.34307
137	-5.4777e-002
138	-0.45125
139	-0.83493
140	-1.1947
141	-1.5202
142	-1.8018
143	-2.0316
144	-2.2027
145	-2.3104
146	-2.3512
147	-2.324
148	-2.2297
149	-2.0708
