Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-7.0807e-003
6	-2.9468e-002
7	-6.3179e-002
8	-0.10461
9	-0.15079
10	-0.19885
11	-0.24642
12	-0.29141
13	-0.33245
14	-0.36784
15	-0.39613
16	-0.41635
17	-0.42783
18	-0.43018
19	-0.42366
20	-0.40841
21	-0.38471
22	-0.3533
23	-0.31506
24	-0.27094
25	-0.22232
26	-0.17053
27	-0.11719
28	-6.33e-002
29	-1.0039e-002
30	4.1398e-002
31	8.9649e-002
32	0.13388
33	0.17321
34	0.20713
35	0.23536
36	0.25776
37	0.27415
38	0.28484
39	0.29005
40	0.28974
41	0.28425
42	0.27393
43	0.25927
44	0.24102
45	0.21957
46	0.19524
47	0.16832
48	0.13924
49	0.10842
50	7.6372e-002
51	4.356e-002
52	1.0479e-002
53	-2.2461e-002
54	-5.4879e-002
55	-8.6319e-002
56	-0.11587
57	-0.14328
58	-0.16815
59	-0.19008
60	-0.20886
61	-0.22421
62	-0.2358
63	-0.24324
64	-0.24658
65	-0.24572
66	-0.24071
67	-0.23177
68	-0.21907
69	-0.20295
70	-0.18361
71	-0.16143
72	-0.13694
73	-0.11051
74	-8.2474e-002
75	-5.3393e-002
76	-2.3666e-002
77	6.1452e-003
78	3.5398e-002
79	6.3727e-002
80	9.0951e-002
81	0.11666
82	0.14048
83	0.16226
84	0.18187
85	0.19929
86	0.21469
87	0.22844
88	0.24082
89	0.
90	0.25244
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-7.399e-003
99	-3.0126e-002
100	-6.3858e-002
101	-0.1053
102	-0.15141
103	-0.19942
104	-0.24692
105	-0.29186
106	-0.33284
107	-0.36818
108	-0.39641
109	-0.41659
110	-0.42799
111	-0.43029
112	-0.42368
113	-0.40836
114	-0.38463
115	-0.35319
116	-0.31487
117	-0.27074
118	-0.22205
119	-0.17022
120	-0.11682
121	-6.283e-002
122	-9.4928e-003
123	4.1958e-002
124	9.0316e-002
125	0.13453
126	0.17391
127	0.20791
128	0.2362
129	0.25862
130	0.27509
131	0.28582
132	0.29104
133	0.29077
134	0.28526
135	0.27494
136	0.2603
137	0.24202
138	0.22054
139	0.19618
140	0.16922
