Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-2.5461e-002
6	-8.1165e-002
7	-0.15268
8	-0.23341
9	-0.32337
10	-0.42072
11	-0.52768
12	-0.64496
13	-0.77396
14	-0.91267
15	-1.054
16	-1.1922
17	-1.321
18	-1.4304
19	-1.513
20	-1.5602
21	-1.5587
22	-1.4991
23	-1.3769
24	-1.1853
25	-0.92862
26	-0.61138
27	-0.2452
28	0.16199
29	0.59618
30	1.0391
31	1.4714
32	1.8751
33	2.231
34	2.5227
35	2.7361
36	2.8622
37	2.892
38	2.8176
39	2.6373
40	2.3573
41	1.9856
42	1.5365
43	1.028
44	0.47924
45	-8.8681e-002
46	-0.6575
47	-1.2044
48	-1.7066
49	-2.14
50	-2.4899
51	-2.7389
52	-2.8799
53	-2.9079
54	-2.8208
55	-2.6268
56	-2.3301
57	-1.9471
58	-1.4961
59	-0.99904
60	-0.48184
61	3.2598e-002
62	0.52561
63	0.97937
64	1.3769
65	1.7052
66	1.9539
67	2.1128
68	2.1815
69	2.1611
70	2.0576
71	1.8808
72	1.6426
73	1.3539
74	1.0297
75	0.68259
76	0.32896
77	-1.8597e-002
78	-0.34694
79	-0.64195
80	-0.8931
81	-1.0964
82	-1.2475
83	-1.343
84	-1.3807
85	-1.3642
86	-1.3013
87	-1.1989
88	-1.0693
89	0.
90	-0.92401
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-2.591e-002
99	-8.0876e-002
100	-0.15226
101	-0.23308
102	-0.323
103	-0.42057
104	-0.52698
105	-0.64464
106	-0.77352
107	-0.91237
108	-1.0534
109	-1.1921
110	-1.3204
111	-1.4299
112	-1.5126
113	-1.5593
114	-1.5576
115	-1.4984
116	-1.3763
117	-1.1848
118	-0.92805
119	-0.61137
120	-0.24481
121	0.16254
122	0.59647
123	1.0392
124	1.4721
125	1.8751
126	2.2312
127	2.5229
128	2.7362
129	2.8624
130	2.8924
131	2.8179
132	2.6378
133	2.3576
134	1.986
135	1.5376
136	1.0288
137	0.47999
138	-8.8287e-002
139	-0.6575
140	-1.2042
141	-1.7062
142	-2.1395
143	-2.4891
144	-2.7384
145	-2.8791
146	-2.9074
147	-2.8202
