Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	6.3499e-003
6	2.4976e-002
7	5.2389e-002
8	8.6272e-002
9	0.12487
10	0.16685
11	0.21115
12	0.25695
13	0.30357
14	0.35045
15	0.39714
16	0.44325
17	0.48845
18	0.53245
19	0.575
20	0.61589
21	0.65491
22	0.69189
23	0.72668
24	0.75913
25	0.78911
26	0.81651
27	0.84122
28	0.86315
29	0.88223
30	0.89839
31	0.91156
32	0.9217
33	0.92877
34	0.93276
35	0.93364
36	0.9314
37	0.92607
38	0.91765
39	0.90617
40	0.89168
41	0.87421
42	0.85383
43	0.8306
44	0.8046
45	0.77592
46	0.74465
47	0.71091
48	0.67479
49	0.63642
50	0.59593
51	0.55345
52	0.50913
53	0.46311
54	0.41555
55	0.3666
56	0.31643
57	0.26521
58	0.21309
59	0.16027
60	0.10691
61	5.3199e-002
62	-6.9498e-004
63	-5.4589e-002
64	-0.1083
65	-0.16166
66	-0.21449
67	-0.2666
68	-0.31784
69	-0.36803
70	-0.41701
71	-0.46462
72	-0.5107
73	-0.55512
74	-0.59774
75	-0.63842
76	-0.67705
77	-0.71352
78	-0.74775
79	-0.77966
80	-0.8092
81	-0.83633
82	-0.86105
83	-0.88338
84	-0.90341
85	-0.92125
86	-0.93709
87	-0.95119
88	-0.96392
89	0.
90	-0.97583
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	6.3499e-003
99	2.4976e-002
100	5.2389e-002
101	8.6272e-002
102	0.12487
103	0.16685
104	0.21115
105	0.25695
106	0.30357
107	0.35045
108	0.39714
109	0.44325
110	0.48845
111	0.53245
112	0.575
113	0.61589
114	0.65491
115	0.69189
116	0.72668
117	0.75913
118	0.78911
119	0.81651
120	0.84122
121	0.86315
122	0.88223
123	0.89839
124	0.91156
125	0.9217
126	0.92877
127	0.93276
128	0.93364
129	0.9314
130	0.92607
131	0.91765
132	0.90617
133	0.89168
134	0.87421
135	0.85383
136	0.8306
137	0.8046
138	0.77592
139	0.74465
140	0.71091
141	0.67479
142	0.63642
143	0.59593
144	0.55345
145	0.50913
146	0.46311
147	0.41555
148	0.3666
149	0.31643
150	0.26521
151	0.21309
152	0.16027
153	0.10691
