Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	1.5377e-003
6	7.2869e-003
7	1.6523e-002
8	2.8456e-002
9	4.2266e-002
10	5.7154e-002
11	7.2353e-002
12	8.7142e-002
13	0.10086
14	0.11291
15	0.12278
16	0.13005
17	0.13439
18	0.13557
19	0.13347
20	0.12807
21	0.11945
22	0.10781
23	9.3412e-002
24	7.6624e-002
25	5.7878e-002
26	3.7663e-002
27	1.6518e-002
28	-4.9932e-003
29	-2.6291e-002
30	-4.6799e-002
31	-6.5963e-002
32	-8.3261e-002
33	-9.8224e-002
34	-0.11044
35	-0.11959
36	-0.12541
37	-0.12775
38	-0.12655
39	-0.12184
40	-0.11376
41	-0.10252
42	-8.8453e-002
43	-7.1934e-002
44	-5.3423e-002
45	-3.3432e-002
46	-1.2515e-002
47	8.7512e-003
48	2.9778e-002
49	4.9985e-002
50	6.8815e-002
51	8.5746e-002
52	0.10031
53	0.11211
54	0.12082
55	0.12619
56	0.12808
57	0.12645
58	0.12133
59	0.11287
60	0.1013
61	8.6959e-002
62	7.0232e-002
63	5.1591e-002
64	3.1555e-002
65	1.0686e-002
66	-1.0433e-002
67	-3.1207e-002
68	-5.105e-002
69	-6.9399e-002
70	-8.573e-002
71	-9.9568e-002
72	-0.1105
73	-0.11821
74	-0.12242
75	-0.12299
76	-0.11983
77	-0.11297
78	-0.10251
79	-8.8648e-002
80	-7.1645e-002
81	-5.1829e-002
82	-2.9577e-002
83	-5.2975e-003
84	2.0584e-002
85	4.7648e-002
86	7.5501e-002
87	0.1038
88	0.13227
89	0.
90	0.16075
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	1.5377e-003
99	7.2869e-003
100	1.6523e-002
101	2.8456e-002
102	4.2266e-002
103	5.7154e-002
104	7.2353e-002
105	8.7142e-002
106	0.10086
107	0.11291
108	0.12278
109	0.13005
110	0.13439
111	0.13557
112	0.13347
113	0.12807
114	0.11945
115	0.10781
116	9.3412e-002
117	7.6624e-002
118	5.7878e-002
119	3.7663e-002
120	1.6518e-002
121	-4.9933e-003
122	-2.6291e-002
123	-4.6799e-002
124	-6.5963e-002
125	-8.3261e-002
126	-9.8224e-002
127	-0.11044
