Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	5.611e-003
6	2.2126e-002
7	4.6538e-002
8	7.6884e-002
9	0.11171
10	0.14992
11	0.19071
12	0.23343
13	0.27761
14	0.32286
15	0.3689
16	0.4155
17	0.46247
18	0.50967
19	0.557
20	0.60435
21	0.65166
22	0.69887
23	0.74592
24	0.79278
25	0.8394
26	0.88576
27	0.93182
28	0.97756
29	1.023
30	1.068
31	1.1126
32	1.1569
33	1.2007
34	1.2441
35	1.287
36	1.3294
37	1.3714
38	1.4128
39	1.4537
40	1.4941
41	1.5339
42	1.5731
43	1.6118
44	1.6498
45	1.6872
46	1.724
47	1.7602
48	1.7957
49	1.8305
50	1.8647
51	1.8982
52	1.9309
53	1.9629
54	1.9942
55	2.0248
56	2.0546
57	2.0836
58	2.1119
59	2.1393
60	2.166
61	2.1919
62	2.2169
63	2.2411
64	2.2645
65	2.287
66	2.3087
67	2.3296
68	2.3495
69	2.3686
70	2.3868
71	2.4041
72	2.4206
73	2.4361
74	2.4508
75	2.4645
76	2.4774
77	2.4894
78	2.5005
79	2.5107
80	2.52
81	2.5285
82	2.5362
83	2.543
84	2.5491
85	2.5545
86	2.5593
87	2.5636
88	2.5674
89	0.
90	2.571
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	5.611e-003
99	2.2126e-002
100	4.6538e-002
101	7.6884e-002
102	0.11171
103	0.14992
104	0.19071
105	0.23343
106	0.27761
107	0.32286
108	0.3689
109	0.4155
110	0.46247
111	0.50967
112	0.557
113	0.60435
114	0.65166
115	0.69887
116	0.74592
117	0.79278
118	0.8394
119	0.88576
120	0.93182
121	0.97756
122	1.023
123	1.068
124	1.1126
125	1.1569
126	1.2007
127	1.2441
128	1.287
129	1.3294
130	1.3714
131	1.4128
132	1.4537
133	1.4941
134	1.5339
135	1.5731
136	1.6118
137	1.6498
138	1.6872
139	1.724
140	1.7602
141	1.7957
142	1.8305
143	1.8647
144	1.8982
145	1.9309
146	1.9629
147	1.9942
148	2.0248
149	2.0546
150	2.0836
151	2.1119
152	2.1393
153	2.166
154	2.1919
155	2.2169
156	2.2411
157	2.2645
158	2.287
159	2.3087
160	2.3296
161	2.3495
