Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.1348e-002
6	-4.9236e-002
7	-0.10667
8	-0.17595
9	-0.25123
10	-0.32552
11	-0.39345
12	-0.44926
13	-0.48861
14	-0.50876
15	-0.50793
16	-0.48612
17	-0.4441
18	-0.38379
19	-0.30819
20	-0.21875
21	-0.12002
22	-1.6139e-002
23	8.8189e-002
24	0.18698
25	0.27591
26	0.35128
27	0.40963
28	0.44838
29	0.46597
30	0.46124
31	0.43553
32	0.39017
33	0.32778
34	0.25142
35	0.165
36	7.2105e-002
37	-2.3899e-002
38	-0.11811
39	-0.2071
40	-0.28725
41	-0.35486
42	-0.40735
43	-0.442
44	-0.45769
45	-0.4536
46	-0.42895
47	-0.38592
48	-0.32631
49	-0.25136
50	-0.16466
51	-6.9114e-002
52	3.0243e-002
53	0.12856
54	0.22198
55	0.30724
56	0.37955
57	0.43593
58	0.47434
59	0.49343
60	0.49167
61	0.47028
62	0.42931
63	0.37051
64	0.29631
65	0.21032
66	0.11538
67	1.5941e-002
68	-8.2736e-002
69	-0.17624
70	-0.26072
71	-0.33272
72	-0.38912
73	-0.42699
74	-0.44622
75	-0.44683
76	-0.42816
77	-0.39089
78	-0.33521
79	-0.26418
80	-0.18128
81	-9.0038e-002
82	5.0715e-003
83	9.9464e-002
84	0.18574
85	0.2579
86	0.30409
87	0.31729
88	0.21803
89	0.
90	1.0137e-002
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.2204e-002
99	-5.1503e-002
100	-0.10875
101	-0.17815
102	-0.25326
103	-0.32746
104	-0.39531
105	-0.45081
106	-0.49028
107	-0.50993
108	-0.50923
109	-0.48719
110	-0.44492
111	-0.38467
112	-0.30879
113	-0.21936
114	-0.12021
115	-1.6161e-002
116	8.8089e-002
117	0.1872
118	0.2762
119	0.35179
120	0.4104
121	0.44908
122	0.46671
123	0.46215
124	0.43652
125	0.39144
126	0.32928
127	0.25287
128	0.16661
129	7.3721e-002
130	-2.2014e-002
131	-0.11622
132	-0.20507
133	-0.28519
134	-0.35272
135	-0.40508
136	-0.43966
137	-0.45538
138	-0.45122
139	-0.42657
140	-0.38329
141	-0.32372
142	-0.24866
