Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.3287e-004
6	7.2796e-003
7	2.2268e-002
8	4.5493e-002
9	7.6573e-002
10	0.11483
11	0.15943
12	0.20939
13	0.26368
14	0.32124
15	0.38098
16	0.4418
17	0.50264
18	0.56244
19	0.62017
20	0.67488
21	0.72563
22	0.77155
23	0.81185
24	0.84579
25	0.87269
26	0.89197
27	0.90313
28	0.90574
29	0.89945
30	0.884
31	0.85924
32	0.82508
33	0.78153
34	0.72867
35	0.6667
36	0.59587
37	0.51652
38	0.42908
39	0.33404
40	0.23196
41	0.12347
42	9.2651e-003
43	-0.10992
44	-0.23329
45	-0.36002
46	-0.48923
47	-0.62004
48	-0.75152
49	-0.88275
50	-1.0128
51	-1.1407
52	-1.2655
53	-1.3864
54	-1.5024
55	-1.6126
56	-1.7163
57	-1.8127
58	-1.901
59	-1.9805
60	-2.0506
61	-2.1107
62	-2.1603
63	-2.1991
64	-2.2266
65	-2.2425
66	-2.2468
67	-2.2391
68	-2.2196
69	-2.1881
70	-2.1449
71	-2.09
72	-2.0239
73	-1.9467
74	-1.8588
75	-1.7608
76	-1.6531
77	-1.5362
78	-1.4109
79	-1.2776
80	-1.1372
81	-0.9902
82	-0.83741
83	-0.67952
84	-0.51724
85	-0.35127
86	-0.18227
87	-1.0778e-002
88	0.16258
89	0.
90	0.33959
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.0708e-004
99	7.2235e-003
100	2.2206e-002
101	4.5428e-002
102	7.6508e-002
103	0.11477
104	0.15936
105	0.20932
106	0.26362
107	0.32118
108	0.38092
109	0.44175
110	0.50258
111	0.56238
112	0.62012
113	0.67482
114	0.72557
115	0.7715
116	0.8118
117	0.84573
118	0.87264
119	0.89192
120	0.90308
121	0.90569
122	0.8994
123	0.88396
124	0.8592
125	0.82504
126	0.78148
127	0.72863
128	0.66666
129	0.59583
130	0.51648
131	0.42904
132	0.334
133	0.23192
134	0.12344
135	9.2298e-003
136	-0.10995
137	-0.23333
138	-0.36005
139	-0.48926
140	-0.62007
141	-0.75155
142	-0.88277
143	-1.0128
144	-1.1407
145	-1.2655
146	-1.3864
147	-1.5024
148	-1.6127
