Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	2.9317e-003
6	1.2427e-002
7	2.7193e-002
8	4.6307e-002
9	6.9037e-002
10	9.4812e-002
11	0.12318
12	0.15376
13	0.18627
14	0.22044
15	0.25608
16	0.29299
17	0.33104
18	0.37009
19	0.41001
20	0.45071
21	0.49208
22	0.53404
23	0.5765
24	0.61939
25	0.66264
26	0.70618
27	0.74994
28	0.79386
29	0.83789
30	0.88197
31	0.92604
32	0.97006
33	1.014
34	1.0577
35	1.1013
36	1.1446
37	1.1876
38	1.2303
39	1.2726
40	1.3144
41	1.3558
42	1.3966
43	1.4368
44	1.4763
45	1.5151
46	1.5532
47	1.5904
48	1.6268
49	1.6622
50	1.6966
51	1.73
52	1.7623
53	1.7935
54	1.8235
55	1.8524
56	1.8801
57	1.9066
58	1.9319
59	1.956
60	1.9788
61	2.0005
62	2.0211
63	2.0405
64	2.0587
65	2.076
66	2.0922
67	2.1075
68	2.1218
69	2.1353
70	2.1481
71	2.1601
72	2.1714
73	2.1822
74	2.1924
75	2.2022
76	2.2115
77	2.2204
78	2.229
79	2.2373
80	2.2452
81	2.2529
82	2.2603
83	2.2675
84	2.2744
85	2.2811
86	2.2876
87	2.2938
88	2.3
89	0.
90	2.306
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	2.9353e-003
99	1.2435e-002
100	2.7202e-002
101	4.6316e-002
102	6.9046e-002
103	9.4821e-002
104	0.12319
105	0.15377
106	0.18627
107	0.22045
108	0.25608
109	0.293
110	0.33105
111	0.3701
112	0.41002
113	0.45072
114	0.49209
115	0.53405
116	0.57651
117	0.6194
118	0.66265
119	0.70618
120	0.74994
121	0.79387
122	0.8379
123	0.88198
124	0.92605
125	0.97007
126	1.014
127	1.0577
128	1.1013
129	1.1446
130	1.1876
131	1.2303
132	1.2726
133	1.3144
134	1.3558
135	1.3966
136	1.4368
137	1.4763
138	1.5151
139	1.5532
140	1.5904
141	1.6268
142	1.6622
143	1.6966
144	1.73
145	1.7623
146	1.7935
147	1.8235
148	1.8524
149	1.8801
150	1.9066
151	1.9319
152	1.956
153	1.9788
154	2.0005
155	2.0211
156	2.0405
157	2.0587
158	2.076
