Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.5395e-005
6	3.0083e-004
7	8.3181e-004
8	1.6396e-003
9	2.7258e-003
10	4.0884e-003
11	5.7236e-003
12	7.6268e-003
13	9.7928e-003
14	1.2217e-002
15	1.4893e-002
16	1.7818e-002
17	2.0985e-002
18	2.439e-002
19	2.8029e-002
20	3.1896e-002
21	3.5988e-002
22	4.03e-002
23	4.4827e-002
24	4.9566e-002
25	5.4512e-002
26	5.9661e-002
27	6.5009e-002
28	7.0551e-002
29	7.6285e-002
30	8.2205e-002
31	8.8308e-002
32	9.459e-002
33	0.10105
34	0.10767
35	0.11447
36	0.12143
37	0.12854
38	0.13581
39	0.14324
40	0.15081
41	0.15852
42	0.16638
43	0.17437
44	0.18249
45	0.19075
46	0.19913
47	0.20763
48	0.21624
49	0.22497
50	0.23382
51	0.24277
52	0.25182
53	0.26097
54	0.27022
55	0.27956
56	0.289
57	0.29851
58	0.30811
59	0.31779
60	0.32755
61	0.33738
62	0.34728
63	0.35725
64	0.36728
65	0.37737
66	0.38751
67	0.39772
68	0.40797
69	0.41827
70	0.42862
71	0.43901
72	0.44944
73	0.4599
74	0.47041
75	0.48094
76	0.4915
77	0.50209
78	0.51271
79	0.52334
80	0.534
81	0.54467
82	0.55536
83	0.56607
84	0.57678
85	0.58751
86	0.59824
87	0.60898
88	0.61972
89	0.
90	0.63048
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.5395e-005
99	3.0083e-004
100	8.3181e-004
101	1.6396e-003
102	2.7258e-003
103	4.0884e-003
104	5.7236e-003
105	7.6268e-003
106	9.7928e-003
107	1.2217e-002
108	1.4893e-002
109	1.7818e-002
110	2.0985e-002
111	2.439e-002
112	2.8029e-002
113	3.1896e-002
114	3.5988e-002
115	4.03e-002
116	4.4827e-002
117	4.9566e-002
118	5.4512e-002
119	5.9661e-002
120	6.5009e-002
121	7.0551e-002
122	7.6285e-002
123	8.2205e-002
124	8.8308e-002
125	9.459e-002
126	0.10105
127	0.10767
128	0.11447
129	0.12143
130	0.12854
131	0.13581
132	0.14324
133	0.15081
134	0.15852
135	0.16638
136	0.17437
137	0.18249
138	0.19075
139	0.19913
