Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	1.0306e-003
6	2.3523e-003
7	2.5013e-003
8	2.5047e-003
9	2.3148e-003
10	2.1474e-003
11	1.9629e-003
12	1.7346e-003
13	1.4106e-003
14	1.0082e-003
15	5.7392e-004
16	1.328e-004
17	-2.2425e-004
18	-4.3834e-004
19	-5.7818e-004
20	-5.1014e-004
21	-2.8911e-004
22	3.1792e-005
23	4.0565e-004
24	6.1136e-004
25	6.2282e-004
26	5.0391e-004
27	2.3761e-004
28	-1.6315e-004
29	-5.4341e-004
30	-8.5377e-004
31	-1.1036e-003
32	-1.1931e-003
33	-1.1046e-003
34	-9.2029e-004
35	-6.0774e-004
36	-3.2705e-004
37	-1.7308e-004
38	-8.7122e-005
39	-8.2179e-005
40	-2.4142e-004
41	-4.9209e-004
42	-7.0133e-004
43	-8.4219e-004
44	-8.8492e-004
45	-8.0504e-004
46	-4.9484e-004
47	-6.4333e-005
48	4.1414e-004
49	9.0766e-004
50	1.4253e-003
51	1.8551e-003
52	2.1537e-003
53	2.2045e-003
54	2.009e-003
55	1.5668e-003
56	8.5088e-004
57	-7.4097e-005
58	-1.1637e-003
59	-2.3122e-003
60	-3.3416e-003
61	-4.1625e-003
62	-4.7493e-003
63	-5.1305e-003
64	-5.3047e-003
65	-5.3159e-003
66	-5.1917e-003
67	-4.9737e-003
68	-4.7024e-003
69	-4.3581e-003
70	-3.9497e-003
71	-3.5015e-003
72	-3.0124e-003
73	-2.3815e-003
74	-1.5943e-003
75	-6.3948e-004
76	3.4729e-004
77	1.3819e-003
78	2.226e-003
79	2.6777e-003
80	2.7313e-003
81	2.3447e-003
82	1.4002e-003
83	-4.5084e-006
84	-1.8596e-003
85	-4.0062e-003
86	-6.326e-003
87	-8.739e-003
88	-1.1072e-002
89	0.
90	-1.3336e-002
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.0205e-003
99	-2.3113e-003
100	-2.3291e-003
101	-2.2373e-003
102	-2.0826e-003
103	-1.8956e-003
104	-1.7343e-003
105	-1.5824e-003
106	-1.5611e-003
107	-1.5709e-003
108	-1.6621e-003
109	-1.7261e-003
110	-1.7246e-003
111	-1.5938e-003
