Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.7454e-003
6	-1.8561e-002
7	-5.1886e-002
8	-0.1006
9	-0.16242
10	-0.23445
11	-0.31349
12	-0.39616
13	-0.47905
14	-0.55879
15	-0.63216
16	-0.69613
17	-0.74794
18	-0.78514
19	-0.80561
20	-0.80764
21	-0.78991
22	-0.75154
23	-0.69207
24	-0.61152
25	-0.51033
26	-0.38935
27	-0.2499
28	-9.3627e-002
29	7.7418e-002
30	0.26088
31	0.45412
32	0.65425
33	0.85822
34	1.0628
35	1.2648
36	1.4609
37	1.6478
38	1.8223
39	1.9815
40	2.1226
41	2.243
42	2.3403
43	2.4128
44	2.4589
45	2.4773
46	2.4674
47	2.4289
48	2.3619
49	2.267
50	2.1452
51	1.9979
52	1.827
53	1.6345
54	1.4231
55	1.1956
56	0.95487
57	0.70432
58	0.4473
59	0.18733
60	-7.2061e-002
61	-0.32734
62	-0.57503
63	-0.8118
64	-1.0345
65	-1.2401
66	-1.4259
67	-1.5895
68	-1.729
69	-1.8425
70	-1.9287
71	-1.9867
72	-2.016
73	-2.0165
74	-1.9884
75	-1.9324
76	-1.8495
77	-1.7411
78	-1.6088
79	-1.4545
80	-1.2803
81	-1.0885
82	-0.88136
83	-0.66138
84	-0.4309
85	-0.19224
86	5.2463e-002
87	0.30124
88	0.55239
89	0.
90	0.80454
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.7605e-003
99	-1.8595e-002
100	-5.1923e-002
101	-0.10064
102	-0.16246
103	-0.23449
104	-0.31353
105	-0.3962
106	-0.47909
107	-0.55882
108	-0.63219
109	-0.69616
110	-0.74798
111	-0.78517
112	-0.80565
113	-0.80768
114	-0.78994
115	-0.75157
116	-0.69211
117	-0.61156
118	-0.51036
119	-0.38939
120	-0.24993
121	-9.3658e-002
122	7.7388e-002
123	0.26085
124	0.45409
125	0.65422
126	0.85819
127	1.0628
128	1.2648
129	1.4609
130	1.6478
131	1.8223
132	1.9815
133	2.1226
134	2.2429
135	2.3403
136	2.4128
137	2.4588
138	2.4773
139	2.4674
140	2.4289
141	2.3619
142	2.267
143	2.1452
144	1.9979
145	1.827
146	1.6345
147	1.4231
