Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	4.1272e-002
6	0.16034
7	0.33192
8	0.53813
9	0.76461
10	0.99959
11	1.2333
12	1.4573
13	1.6646
14	1.8492
15	2.0062
16	2.1315
17	2.2218
18	2.275
19	2.2894
20	2.2646
21	2.2005
22	2.0982
23	1.9592
24	1.786
25	1.5814
26	1.3491
27	1.0931
28	0.81784
29	0.52821
30	0.2293
31	-7.3617e-002
32	-0.37521
33	-0.67016
34	-0.95324
35	-1.2195
36	-1.4641
37	-1.6829
38	-1.8719
39	-2.0277
40	-2.1478
41	-2.2298
42	-2.2724
43	-2.2749
44	-2.2371
45	-2.1598
46	-2.0443
47	-1.8927
48	-1.7076
49	-1.4923
50	-1.2507
51	-0.98694
52	-0.70573
53	-0.41204
54	-0.11105
55	0.19191
56	0.49148
57	0.78237
58	1.0594
59	1.3178
60	1.5528
61	1.7603
62	1.9367
63	2.0789
64	2.1842
65	2.2509
66	2.2777
67	2.2642
68	2.2106
69	2.1178
70	1.9874
71	1.8217
72	1.6235
73	1.3963
74	1.1439
75	0.87076
76	0.58138
77	0.28065
78	-2.6465e-002
79	-0.33501
80	-0.64016
81	-0.93737
82	-1.2225
83	-1.4919
84	-1.743
85	-1.9738
86	-2.1837
87	-2.3739
88	-2.5474
89	0.
90	-2.71
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	4.1271e-002
99	0.16034
100	0.33192
101	0.53813
102	0.76461
103	0.99959
104	1.2333
105	1.4573
106	1.6646
107	1.8492
108	2.0062
109	2.1315
110	2.2218
111	2.275
112	2.2894
113	2.2646
114	2.2005
115	2.0982
116	1.9592
117	1.786
118	1.5814
119	1.3491
120	1.0931
121	0.81784
122	0.52821
123	0.22931
124	-7.3616e-002
125	-0.37521
126	-0.67016
127	-0.95324
128	-1.2195
129	-1.4641
130	-1.6829
131	-1.8719
132	-2.0277
133	-2.1478
134	-2.2298
135	-2.2724
136	-2.2749
137	-2.2371
138	-2.1598
139	-2.0443
140	-1.8927
141	-1.7076
142	-1.4923
143	-1.2507
144	-0.98694
145	-0.70573
146	-0.41204
147	-0.11105
148	0.19191
149	0.49148
150	0.78237
151	1.0594
152	1.3178
