Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	4.5049e-002
6	0.19462
7	0.41715
8	0.68177
9	0.9586
10	1.2205
11	1.4436
12	1.6078
13	1.6985
14	1.706
15	1.6267
16	1.4626
17	1.2213
18	0.91532
19	0.56084
20	0.17752
21	-0.2134
22	-0.59022
23	-0.93163
24	-1.2189
25	-1.4358
26	-1.57
27	-1.6139
28	-1.565
29	-1.4258
30	-1.2045
31	-0.91394
32	-0.57059
33	-0.19394
34	0.19419
35	0.57144
36	0.91584
37	1.2073
38	1.4292
39	1.5689
40	1.6181
41	1.5743
42	1.44
43	1.2232
44	0.93651
45	0.59641
46	0.22277
47	-0.1631
48	-0.53929
49	-0.88419
50	-1.1781
51	-1.4042
52	-1.5499
53	-1.6071
54	-1.5726
55	-1.4483
56	-1.2416
57	-0.96421
58	-0.6322
59	-0.26458
60	0.11773
61	0.49274
62	0.83889
63	1.1362
64	1.3672
65	1.5186
66	1.5816
67	1.5522
68	1.432
69	1.2277
70	0.95086
71	0.617
72	0.24525
73	-0.14308
74	-0.52563
75	-0.88036
76	-1.1868
77	-1.4268
78	-1.5862
79	-1.655
80	-1.628
81	-1.5048
82	-1.2903
83	-0.99307
84	-0.62567
85	-0.20248
86	0.26064
87	0.74831
88	1.2476
89	0.
90	1.7493
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	4.5091e-002
99	0.19465
100	0.41716
101	0.68177
102	0.95862
103	1.2206
104	1.4436
105	1.6078
106	1.6985
107	1.7061
108	1.6267
109	1.4626
110	1.2213
111	0.91527
112	0.56084
113	0.1775
114	-0.21339
115	-0.5902
116	-0.93167
117	-1.2189
118	-1.4358
119	-1.57
120	-1.6139
121	-1.565
122	-1.4258
123	-1.2045
124	-0.91395
125	-0.57058
126	-0.19394
127	0.19415
128	0.57146
129	0.91584
130	1.2073
131	1.4293
132	1.5689
133	1.6182
134	1.5743
135	1.44
136	1.2232
137	0.93648
138	0.59646
139	0.22277
140	-0.1631
141	-0.53929
142	-0.88422
143	-1.1781
144	-1.4043
145	-1.55
146	-1.607
147	-1.5726
148	-1.4483
149	-1.2416
150	-0.96417
151	-0.6322
152	-0.26458
153	0.11771
