Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.1393e-002
6	0.13166
7	0.28193
8	0.46586
9	0.66862
10	0.87686
11	1.0786
12	1.2633
13	1.422
14	1.5472
15	1.6334
16	1.6768
17	1.6752
18	1.6285
19	1.5381
20	1.4072
21	1.2403
22	1.0432
23	0.82275
24	0.58638
25	0.34196
26	9.7484e-002
27	-0.13929
28	-0.36111
29	-0.56141
30	-0.73456
31	-0.87613
32	-0.98299
33	-1.0535
34	-1.0873
35	-1.0854
36	-1.0503
37	-0.9855
38	-0.89539
39	-0.78529
40	-0.661
41	-0.52844
42	-0.39359
43	-0.26224
44	-0.13956
45	-3.01e-002
46	6.2431e-002
47	0.13544
48	0.18731
49	0.21756
50	0.22691
51	0.21713
52	0.19095
53	0.15187
54	0.10409
55	5.2202e-002
56	9.5727e-004
57	-4.5031e-002
58	-8.1399e-002
59	-0.10428
60	-0.11055
61	-9.8023e-002
62	-6.5587e-002
63	-1.3099e-002
64	5.8428e-002
65	0.14676
66	0.24877
67	0.36041
68	0.47676
69	0.59233
70	0.70137
71	0.79813
72	0.8769
73	0.93247
74	0.96031
75	0.95671
76	0.91899
77	0.8457
78	0.73659
79	0.59272
80	0.41629
81	0.21066
82	-1.9886e-002
83	-0.27033
84	-0.53529
85	-0.8094
86	-1.0877
87	-1.366
88	-1.6417
89	0.
90	-1.9141
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.1512e-002
99	0.13196
100	0.28225
101	0.46618
102	0.66892
103	0.87715
104	1.0789
105	1.2636
106	1.4222
107	1.5475
108	1.6337
109	1.677
110	1.6754
111	1.6287
112	1.5383
113	1.4073
114	1.2404
115	1.0434
116	0.82287
117	0.58646
118	0.34205
119	9.7551e-002
120	-0.13924
121	-0.36106
122	-0.56137
123	-0.73455
124	-0.87614
125	-0.983
126	-1.0535
127	-1.0873
128	-1.0855
129	-1.0504
130	-0.98556
131	-0.89548
132	-0.78538
133	-0.6611
134	-0.52855
135	-0.39373
136	-0.26237
137	-0.1397
138	-3.0248e-002
139	6.2277e-002
140	0.13528
141	0.18715
142	0.21739
143	0.22674
144	0.21696
145	0.19076
146	0.15169
147	0.1039
