Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.3492e-002
6	0.13108
7	0.27347
8	0.44751
9	0.64289
10	0.8515
11	1.0667
12	1.283
13	1.4957
14	1.701
15	1.8953
16	2.0759
17	2.2401
18	2.3858
19	2.5112
20	2.6148
21	2.6953
22	2.7518
23	2.7836
24	2.7903
25	2.7718
26	2.7281
27	2.6596
28	2.5669
29	2.4508
30	2.3123
31	2.1528
32	1.9736
33	1.7763
34	1.5628
35	1.3351
36	1.0951
37	0.84513
38	0.58743
39	0.32436
40	5.8332e-002
41	-0.20823
42	-0.47289
43	-0.73321
44	-0.98683
45	-1.2314
46	-1.4647
47	-1.6847
48	-1.8892
49	-2.0764
50	-2.2446
51	-2.3923
52	-2.5181
53	-2.6209
54	-2.6997
55	-2.7537
56	-2.7826
57	-2.7861
58	-2.764
59	-2.7166
60	-2.6444
61	-2.548
62	-2.4283
63	-2.2863
64	-2.1234
65	-1.941
66	-1.7409
67	-1.5247
68	-1.2946
69	-1.0525
70	-0.80069
71	-0.5414
72	-0.27697
73	-9.7408e-003
74	0.25791
75	0.52365
76	0.78519
77	1.0403
78	1.287
79	1.5231
80	1.7472
81	1.9575
82	2.1529
83	2.3326
84	2.4962
85	2.6437
86	2.7759
87	2.8944
88	3.0019
89	0.
90	3.1025
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.3492e-002
99	0.13108
100	0.27347
101	0.44751
102	0.64289
103	0.8515
104	1.0667
105	1.283
106	1.4957
107	1.701
108	1.8953
109	2.0759
110	2.2401
111	2.3858
112	2.5112
113	2.6148
114	2.6953
115	2.7518
116	2.7836
117	2.7903
118	2.7718
119	2.7281
120	2.6596
121	2.5669
122	2.4508
123	2.3123
124	2.1528
125	1.9736
126	1.7763
127	1.5628
128	1.3351
129	1.0951
130	0.84513
131	0.58743
132	0.32436
133	5.8332e-002
134	-0.20823
135	-0.47289
136	-0.73321
137	-0.98683
138	-1.2314
139	-1.4647
140	-1.6847
141	-1.8892
142	-2.0764
143	-2.2446
144	-2.3923
145	-2.5181
146	-2.6209
147	-2.6997
148	-2.7537
149	-2.7826
150	-2.7861
151	-2.764
152	-2.7166
153	-2.6444
