Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	8.0396e-003
6	2.8725e-002
7	5.6933e-002
8	8.9775e-002
9	0.12524
10	0.16236
11	0.20014
12	0.23771
13	0.27432
14	0.30932
15	0.34214
16	0.37193
17	0.39774
18	0.41855
19	0.43309
20	0.44012
21	0.43868
22	0.42784
23	0.40666
24	0.37466
25	0.33144
26	0.27732
27	0.21267
28	0.13857
29	5.6548e-002
30	-3.158e-002
31	-0.12376
32	-0.21735
33	-0.3097
34	-0.39805
35	-0.47933
36	-0.55059
37	-0.60905
38	-0.6523
39	-0.67838
40	-0.68566
41	-0.6731
42	-0.64023
43	-0.58724
44	-0.5152
45	-0.42601
46	-0.32224
47	-0.20687
48	-8.3605e-002
49	4.3723e-002
50	0.17112
51	0.29445
52	0.40969
53	0.5132
54	0.60179
55	0.67259
56	0.72334
57	0.75261
58	0.75965
59	0.74416
60	0.70669
61	0.64846
62	0.57135
63	0.47785
64	0.37094
65	0.25416
66	0.13135
67	6.2454e-003
68	-0.11746
69	-0.23593
70	-0.34581
71	-0.44395
72	-0.52782
73	-0.59538
74	-0.64519
75	-0.6766
76	-0.68975
77	-0.68497
78	-0.66357
79	-0.62701
80	-0.57716
81	-0.51619
82	-0.44667
83	-0.37087
84	-0.29086
85	-0.20876
86	-0.12637
87	-4.4897e-002
88	3.499e-002
89	0.
90	0.11341
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	7.9645e-003
99	2.8576e-002
100	5.6769e-002
101	8.9584e-002
102	0.12509
103	0.16221
104	0.20001
105	0.23757
106	0.27419
107	0.3092
108	0.34204
109	0.37182
110	0.39764
111	0.41849
112	0.43304
113	0.4401
114	0.43866
115	0.42781
116	0.40663
117	0.37465
118	0.33145
119	0.2773
120	0.21268
121	0.13859
122	5.6587e-002
123	-3.1565e-002
124	-0.1237
125	-0.2173
126	-0.30966
127	-0.398
128	-0.47928
129	-0.55051
130	-0.60895
131	-0.6522
132	-0.67826
133	-0.68556
134	-0.67299
135	-0.64011
136	-0.58712
137	-0.5151
138	-0.42587
139	-0.32209
140	-0.20675
141	-8.3485e-002
142	4.3844e-002
143	0.17127
144	0.29458
145	0.40982
146	0.51336
