Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.1088e-002
6	-5.6287e-002
7	-0.13208
8	-0.23389
9	-0.35666
10	-0.49529
11	-0.64475
12	-0.80014
13	-0.95675
14	-1.1101
15	-1.256
16	-1.3906
17	-1.5103
18	-1.6122
19	-1.6935
20	-1.7521
21	-1.7863
22	-1.7948
23	-1.777
24	-1.7327
25	-1.6622
26	-1.5664
27	-1.4464
28	-1.3042
29	-1.1417
30	-0.96156
31	-0.76654
32	-0.55977
33	-0.34456
34	-0.12439
35	9.7153e-002
36	0.31646
37	0.52995
38	0.7341
39	0.92559
40	1.1012
41	1.2582
42	1.3938
43	1.506
44	1.5927
45	1.6527
46	1.685
47	1.689
48	1.6647
49	1.6126
50	1.5335
51	1.4289
52	1.3005
53	1.1505
54	0.9814
55	0.79617
56	0.59793
57	0.39006
58	0.17609
59	-4.0311e-002
60	-0.25544
61	-0.46561
62	-0.66718
63	-0.85667
64	-1.0308
65	-1.1864
66	-1.3208
67	-1.4315
68	-1.5163
69	-1.5737
70	-1.6024
71	-1.6015
72	-1.5706
73	-1.5099
74	-1.4197
75	-1.301
76	-1.1552
77	-0.98375
78	-0.78877
79	-0.57244
80	-0.3372
81	-8.5628e-002
82	0.17962
83	0.4559
84	0.74063
85	1.0314
86	1.3261
87	1.6228
88	1.9202
89	0.
90	2.2176
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	-1.1088e-002
99	-5.6287e-002
100	-0.13208
101	-0.23389
102	-0.35666
103	-0.49529
104	-0.64475
105	-0.80014
106	-0.95675
107	-1.1101
108	-1.256
109	-1.3906
110	-1.5103
111	-1.6122
112	-1.6935
113	-1.7521
114	-1.7863
115	-1.7948
116	-1.777
117	-1.7327
118	-1.6622
119	-1.5664
120	-1.4464
121	-1.3042
122	-1.1417
123	-0.96156
124	-0.76654
125	-0.55977
126	-0.34456
127	-0.12439
128	9.7153e-002
129	0.31646
130	0.52995
131	0.7341
132	0.92559
133	1.1012
134	1.2582
135	1.3938
136	1.506
137	1.5927
138	1.6527
139	1.685
140	1.689
141	1.6647
142	1.6126
143	1.5335
144	1.4289
145	1.3005
146	1.1505
147	0.9814
148	0.79617
