Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.5535e-002
6	0.1333
7	0.26737
8	0.41866
9	0.57224
10	0.71507
11	0.83752
12	0.93032
13	0.98939
14	1.0108
15	0.99213
16	0.93288
17	0.83451
18	0.69935
19	0.53412
20	0.34263
21	0.13337
22	-8.3579e-002
23	-0.29956
24	-0.50298
25	-0.6845
26	-0.8358
27	-0.95094
28	-1.0261
29	-1.0589
30	-1.047
31	-0.99108
32	-0.89375
33	-0.76014
34	-0.59597
35	-0.40745
36	-0.20113
37	1.6609e-002
38	0.23522
39	0.44429
40	0.63598
41	0.80141
42	0.9321
43	1.0223
44	1.0666
45	1.0628
46	1.0098
47	0.911
48	0.77258
49	0.59978
50	0.40074
51	0.18407
52	-3.905e-002
53	-0.25689
54	-0.45993
55	-0.63945
56	-0.78865
57	-0.90136
58	-0.97236
59	-0.99817
60	-0.9791
61	-0.91813
62	-0.81973
63	-0.68942
64	-0.53327
65	-0.35823
66	-0.17183
67	1.7176e-002
68	0.20121
69	0.37311
70	0.52705
71	0.65748
72	0.75934
73	0.82851
74	0.86143
75	0.85799
76	0.81762
77	0.74035
78	0.63023
79	0.49203
80	0.33053
81	0.152
82	-3.651e-002
83	-0.228
84	-0.41552
85	-0.59482
86	-0.76134
87	-0.91373
88	-1.0537
89	0.
90	-1.1859
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.543e-002
99	0.13324
100	0.26712
101	0.41852
102	0.57212
103	0.71498
104	0.83751
105	0.93013
106	0.98954
107	1.0106
108	0.9921
109	0.93289
110	0.83427
111	0.69972
112	0.534
113	0.34281
114	0.13324
115	-8.3655e-002
116	-0.29953
117	-0.50273
118	-0.68437
119	-0.83569
120	-0.95096
121	-1.0263
122	-1.0589
123	-1.0469
124	-0.99109
125	-0.89373
126	-0.76023
127	-0.59592
128	-0.40766
129	-0.20096
130	1.6712e-002
131	0.23512
132	0.44424
133	0.63584
134	0.80123
135	0.93215
136	1.0223
137	1.0666
138	1.0627
139	1.0097
140	0.91111
141	0.77268
142	0.59997
143	0.40087
144	0.18423
145	-3.9018e-002
146	-0.25721
147	-0.45958
148	-0.63948
149	-0.78852
150	-0.90158
